"","City","Category","Profit","Sales","Segment","Order Date","Sub-Category"
"1523","Tucson","Office Supplies","$7","$20","Consumer",2015-02-12,"Paper"
"1524","Tucson","Office Supplies","$62","$198","Consumer",2015-02-12,"Paper"
"1525","Tucson","Office Supplies","-$59","$247","Consumer",2015-02-12,"Storage"
"1526","Tucson","Office Supplies","$10","$86","Consumer",2015-02-12,"Art"
"1527","Allentown","Office Supplies","$0","$4","Consumer",2016-02-07,"Art"
"1528","Allentown","Furniture","$3","$12","Consumer",2016-02-07,"Furnishings"
"1529","Newark","Office Supplies","$1","$26","Corporate",2015-02-11,"Fasteners"
"1530","Newark","Office Supplies","$3","$7","Corporate",2015-02-11,"Paper"
"1531","Miami","Office Supplies","$23","$74","Corporate",2015-02-03,"Paper"
"1532","Tempe","Office Supplies","$1","$11","Consumer",2017-02-08,"Storage"
"1533","Tempe","Office Supplies","$3","$8","Consumer",2017-02-08,"Fasteners"
"1534","New York City","Office Supplies","$0","$213","Corporate",2016-02-12,"Storage"
"1535","Laguna Niguel","Furniture","$17","$204","Home Office",2017-02-02,"Bookcases"
"1536","Bridgeton","Office Supplies","$0","$41","Corporate",2016-02-10,"Storage"
"1537","Bridgeton","Office Supplies","$3","$12","Corporate",2016-02-10,"Appliances"
"1538","Everett","Technology","$12","$40","Consumer",2017-02-09,"Phones"
"1539","Everett","Office Supplies","$7","$16","Consumer",2017-02-09,"Art"
"1540","Everett","Furniture","$204","$783","Consumer",2017-02-09,"Bookcases"
"1541","Everett","Office Supplies","$116","$242","Consumer",2017-02-09,"Binders"
"1542","Columbus","Furniture","$2","$8","Consumer",2014-02-03,"Furnishings"
"1543","Columbus","Office Supplies","$2","$10","Consumer",2014-02-03,"Fasteners"
"1544","San Diego","Office Supplies","$29","$83","Home Office",2014-02-02,"Binders"
"1545","San Diego","Office Supplies","$16","$34","Home Office",2014-02-02,"Paper"
"1546","Watertown","Furniture","$197","$1,573","Corporate",2014-02-12,"Bookcases"
"1547","San Antonio","Office Supplies","$117","$336","Corporate",2015-02-11,"Paper"
"1548","San Antonio","Office Supplies","-$41","$24","Corporate",2015-02-11,"Binders"
"1549","San Antonio","Office Supplies","$2","$27","Corporate",2015-02-11,"Storage"
"1550","New York City","Technology","$175","$560","Consumer",2014-02-07,"Copiers"
"1551","Houston","Office Supplies","-$25","$9","Home Office",2017-02-11,"Appliances"
"1552","San Diego","Office Supplies","$55","$112","Consumer",2016-02-06,"Paper"
"1553","Appleton","Office Supplies","$10","$22","Home Office",2014-02-05,"Labels"
"1554","Richmond","Office Supplies","$57","$125","Consumer",2017-02-10,"Binders"
"1555","Bellevue","Office Supplies","$2","$5","Corporate",2015-02-02,"Art"
"1556","Long Beach","Technology","$40","$92","Consumer",2017-02-09,"Accessories"
"1557","Philadelphia","Office Supplies","$4","$9","Consumer",2016-02-05,"Envelopes"
"1558","Philadelphia","Office Supplies","$10","$79","Consumer",2016-02-05,"Art"
"1559","Seattle","Furniture","$45","$172","Consumer",2015-02-03,"Tables"
"1560","Seattle","Office Supplies","$13","$35","Corporate",2016-02-04,"Binders"
"1561","San Francisco","Office Supplies","$9","$19","Home Office",2014-02-04,"Labels"
"1562","Seattle","Office Supplies","$1","$3","Home Office",2017-02-09,"Art"
"1563","New York City","Furniture","-$296","$1,045","Consumer",2017-02-06,"Tables"
"1564","Philadelphia","Office Supplies","$4","$11","Consumer",2015-02-11,"Paper"
"1565","Columbia","Office Supplies","$18","$355","Consumer",2014-02-03,"Storage"
"1566","Seattle","Technology","$40","$454","Home Office",2015-02-03,"Phones"
"1567","Allen","Technology","$0","$21","Consumer",2015-02-11,"Accessories"
"1568","Allen","Office Supplies","-$14","$9","Consumer",2015-02-11,"Binders"
"1569","Los Angeles","Office Supplies","$60","$123","Consumer",2017-02-06,"Paper"
"1570","Atlanta","Office Supplies","$4","$13","Corporate",2017-02-11,"Art"
"1571","Los Angeles","Furniture","-$68","$604","Consumer",2014-02-11,"Chairs"
"1572","Los Angeles","Office Supplies","$10","$22","Consumer",2014-02-11,"Envelopes"
"1573","Los Angeles","Technology","$6","$30","Consumer",2014-02-11,"Accessories"
"1574","Los Angeles","Furniture","$24","$381","Consumer",2014-02-11,"Chairs"
"1575","El Paso","Technology","-$9","$41","Consumer",2014-02-12,"Phones"
"1576","El Paso","Furniture","-$22","$763","Consumer",2014-02-12,"Chairs"
"1577","Aurora","Office Supplies","$2","$24","Home Office",2016-02-04,"Storage"
"1578","Florence","Office Supplies","$2","$5","Home Office",2016-02-05,"Paper"
"1579","New York City","Office Supplies","$50","$171","Consumer",2016-02-02,"Appliances"
"1580","New York City","Technology","$89","$308","Consumer",2015-02-08,"Phones"
"1581","New York City","Furniture","-$153","$383","Consumer",2015-02-08,"Tables"
"1582","New York City","Office Supplies","$3","$42","Consumer",2015-02-08,"Storage"
"1583","New York City","Office Supplies","$457","$1,218","Consumer",2015-02-08,"Binders"
"1584","New York City","Furniture","$18","$47","Consumer",2015-02-08,"Furnishings"
"1585","New York City","Furniture","$3","$6","Consumer",2015-02-08,"Furnishings"
"1586","New York City","Technology","$274","$980","Consumer",2015-02-08,"Phones"
"1587","New York City","Office Supplies","$69","$144","Consumer",2015-02-08,"Paper"
"1588","New York City","Office Supplies","$5","$11","Consumer",2015-02-08,"Fasteners"
"1589","New York City","Technology","$35","$248","Consumer",2015-02-08,"Accessories"
"1590","Virginia Beach","Office Supplies","$3","$11","Corporate",2016-02-05,"Art"
"1591","Grapevine","Office Supplies","$6","$33","Corporate",2016-02-04,"Art"
"1592","Grapevine","Office Supplies","$3","$8","Corporate",2016-02-04,"Fasteners"
"1593","Olympia","Technology","$23","$202","Consumer",2015-02-06,"Phones"
"1594","Los Angeles","Office Supplies","$7","$13","Consumer",2014-02-10,"Paper"
"1595","Peoria","Furniture","-$36","$359","Home Office",2015-02-03,"Bookcases"
"1596","Columbus","Furniture","-$2","$48","Consumer",2017-02-05,"Chairs"
"1597","New York City","Furniture","$175","$547","Corporate",2017-02-10,"Furnishings"
"1598","Carrollton","Office Supplies","$5","$17","Consumer",2017-02-11,"Paper"
"1599","Carrollton","Office Supplies","$1","$7","Consumer",2017-02-11,"Supplies"
"1600","Carrollton","Office Supplies","$9","$99","Consumer",2017-02-11,"Art"
"1601","Carrollton","Furniture","-$14","$16","Consumer",2017-02-11,"Furnishings"
"1602","Dover","Furniture","$42","$212","Corporate",2016-02-05,"Furnishings"
"1603","Smyrna","Office Supplies","$2","$7","Consumer",2016-02-12,"Art"
"1604","Newark","Office Supplies","$45","$156","Consumer",2017-02-11,"Art"
"1605","Los Angeles","Technology","$13","$40","Consumer",2016-02-04,"Phones"
"1606","Los Angeles","Office Supplies","$2","$5","Consumer",2016-02-04,"Art"
"1607","Los Angeles","Office Supplies","$21","$73","Consumer",2016-02-04,"Art"
"1608","Los Angeles","Office Supplies","$2","$6","Consumer",2016-02-04,"Binders"
"1609","Los Angeles","Office Supplies","$10","$23","Consumer",2016-02-04,"Paper"
"1610","Los Angeles","Office Supplies","$3","$9","Consumer",2016-02-04,"Binders"
"1611","Los Angeles","Furniture","$27","$291","Corporate",2014-02-05,"Bookcases"
"1612","Los Angeles","Technology","$20","$202","Corporate",2014-02-05,"Phones"
"1613","Los Angeles","Technology","$31","$84","Corporate",2014-02-05,"Phones"
"1614","Oakland","Office Supplies","$290","$1,000","Corporate",2017-02-12,"Storage"
"1615","Philadelphia","Technology","-$14","$84","Home Office",2016-02-03,"Accessories"
"1616","Eagan","Office Supplies","$2","$4","Home Office",2015-02-08,"Labels"
"1617","Eagan","Office Supplies","$20","$41","Home Office",2015-02-08,"Labels"
"1618","Eagan","Office Supplies","$13","$30","Home Office",2015-02-08,"Art"
"1619","New York City","Office Supplies","$9","$59","Home Office",2016-02-09,"Storage"
"1620","New York City","Office Supplies","$3","$7","Home Office",2016-02-09,"Paper"
"1621","Kent","Furniture","$99","$198","Consumer",2017-02-07,"Furnishings"
"1622","Kent","Office Supplies","$385","$786","Consumer",2017-02-07,"Labels"
"1623","Kent","Office Supplies","$8","$23","Consumer",2017-02-07,"Binders"
"1624","Kent","Technology","$11","$50","Consumer",2017-02-07,"Accessories"
"1625","Los Angeles","Technology","$84","$676","Consumer",2015-02-12,"Phones"
"1626","Los Angeles","Technology","$557","$1,266","Consumer",2015-02-12,"Accessories"
"1627","New York City","Office Supplies","$141","$523","Home Office",2015-02-11,"Appliances"
"1628","Lafayette","Furniture","$155","$518","Consumer",2015-02-09,"Chairs"
"1629","Cleveland","Furniture","$2","$18","Consumer",2017-02-06,"Furnishings"
"1630","Cleveland","Office Supplies","-$34","$41","Consumer",2017-02-06,"Binders"
"1631","Cleveland","Office Supplies","$88","$1,006","Consumer",2016-02-05,"Storage"
"1632","Cleveland","Office Supplies","$4","$11","Consumer",2016-02-05,"Paper"
"1633","Cleveland","Office Supplies","$4","$10","Consumer",2016-02-05,"Paper"
"1634","Cleveland","Office Supplies","$2","$25","Consumer",2016-02-05,"Storage"
"1635","Cleveland","Technology","$7","$58","Consumer",2016-02-05,"Accessories"
"1636","Tigard","Office Supplies","$5","$16","Consumer",2014-02-11,"Paper"
"1637","Tigard","Office Supplies","-$167","$669","Consumer",2014-02-11,"Storage"
"1638","Tigard","Technology","-$88","$438","Consumer",2014-02-11,"Phones"
"1639","Washington","Office Supplies","$9","$19","Consumer",2016-02-05,"Paper"
"1640","Washington","Office Supplies","$4","$10","Consumer",2016-02-05,"Binders"
"1641","Washington","Office Supplies","$6","$13","Consumer",2016-02-05,"Paper"
"1642","Washington","Furniture","$17","$41","Consumer",2016-02-05,"Furnishings"
"1643","Skokie","Office Supplies","$4","$13","Corporate",2014-02-11,"Fasteners"
"1644","Seattle","Office Supplies","$349","$1,248","Corporate",2015-02-03,"Storage"
"1645","Seattle","Technology","$1,480","$3,150","Corporate",2015-02-03,"Copiers"
"1646","Seattle","Office Supplies","$101","$210","Corporate",2015-02-03,"Paper"
"1647","Philadelphia","Technology","-$3","$35","Home Office",2015-02-11,"Accessories"
"1648","Philadelphia","Office Supplies","-$1","$3","Home Office",2015-02-11,"Fasteners"
"1649","Philadelphia","Office Supplies","-$101","$121","Consumer",2015-02-09,"Binders"
"1650","Philadelphia","Technology","-$9","$46","Consumer",2015-02-09,"Phones"
"1651","San Francisco","Office Supplies","$54","$110","Corporate",2014-02-08,"Paper"
"1652","San Francisco","Office Supplies","$6","$13","Corporate",2014-02-08,"Paper"
"1653","Seattle","Office Supplies","$46","$170","Consumer",2017-02-11,"Storage"
"1654","Seattle","Technology","$54","$133","Consumer",2017-02-11,"Accessories"
"1655","Seattle","Office Supplies","$1","$3","Consumer",2017-02-11,"Fasteners"
"1656","Seattle","Office Supplies","$3","$8","Consumer",2017-02-11,"Binders"
"1657","Seattle","Office Supplies","$10","$96","Consumer",2017-02-11,"Storage"
"1658","Milwaukee","Furniture","$11","$35","Consumer",2014-02-05,"Furnishings"
"1659","Los Angeles","Technology","$10","$161","Consumer",2017-02-01,"Phones"
"1660","Seattle","Office Supplies","$28","$89","Consumer",2017-02-10,"Binders"
"1661","Seattle","Office Supplies","$5","$14","Consumer",2017-02-10,"Binders"
"1662","Philadelphia","Technology","-$158","$678","Corporate",2017-02-04,"Phones"
"1663","Philadelphia","Office Supplies","-$9","$14","Corporate",2017-02-04,"Binders"
"1664","Dallas","Office Supplies","$4","$42","Consumer",2016-02-11,"Storage"
"1665","Dallas","Technology","-$7","$298","Consumer",2016-02-11,"Accessories"
"1666","Dallas","Office Supplies","$1","$4","Consumer",2016-02-11,"Fasteners"
"1667","Dallas","Technology","-$2","$95","Consumer",2016-02-11,"Accessories"
"1668","Dallas","Office Supplies","$23","$74","Consumer",2016-02-11,"Paper"
"1669","Dallas","Office Supplies","$2","$14","Consumer",2016-02-11,"Art"
"1670","New York City","Furniture","-$373","$1,018","Consumer",2015-02-01,"Tables"
"1671","Houston","Technology","$5","$17","Consumer",2017-02-10,"Phones"
"1672","North Las Vegas","Technology","$19","$59","Corporate",2016-02-03,"Accessories"
"1673","Plano","Technology","$63","$168","Consumer",2017-02-07,"Phones"
"1674","Suffolk","Office Supplies","$96","$197","Consumer",2015-02-12,"Labels"
"1675","Houston","Furniture","-$10","$22","Corporate",2015-02-09,"Furnishings"
"1676","Houston","Office Supplies","-$10","$7","Corporate",2015-02-09,"Binders"
"1677","San Francisco","Office Supplies","$26","$104","Consumer",2016-02-05,"Storage"
"1678","San Francisco","Office Supplies","$9","$18","Consumer",2016-02-05,"Paper"
"1679","Philadelphia","Office Supplies","-$15","$65","Corporate",2014-02-09,"Storage"
"1680","Philadelphia","Technology","$4","$32","Corporate",2014-02-09,"Phones"
"1681","Philadelphia","Furniture","$8","$42","Corporate",2014-02-09,"Furnishings"
"1682","Philadelphia","Technology","-$559","$400","Corporate",2014-02-09,"Machines"
"1683","Los Angeles","Office Supplies","$9","$19","Consumer",2016-02-09,"Paper"
"1684","San Francisco","Furniture","$6","$15","Corporate",2016-02-11,"Furnishings"
"1685","Philadelphia","Office Supplies","$12","$99","Corporate",2017-02-04,"Appliances"
"1686","Philadelphia","Office Supplies","-$1","$1","Corporate",2017-02-04,"Binders"
"1687","Philadelphia","Office Supplies","-$6","$8","Corporate",2017-02-04,"Binders"
"1688","Philadelphia","Office Supplies","$4","$10","Consumer",2017-02-12,"Paper"
"1689","Philadelphia","Furniture","$23","$311","Consumer",2017-02-12,"Furnishings"
"1690","Philadelphia","Furniture","-$227","$853","Consumer",2014-02-08,"Tables"
"1691","Indianapolis","Office Supplies","$15","$33","Consumer",2017-02-12,"Paper"
"1692","Indianapolis","Office Supplies","$5","$10","Consumer",2017-02-12,"Binders"
"1693","Columbus","Furniture","$6","$22","Consumer",2016-02-03,"Furnishings"
"1694","Plano","Technology","$4","$14","Home Office",2016-02-06,"Accessories"
"1695","Bayonne","Technology","$20","$64","Home Office",2015-02-09,"Accessories"
"1696","Bayonne","Office Supplies","$7","$14","Home Office",2015-02-09,"Binders"
"1697","Bayonne","Technology","$52","$105","Home Office",2015-02-09,"Phones"
"1698","Los Angeles","Office Supplies","$31","$107","Consumer",2015-02-12,"Appliances"
"1699","Los Angeles","Office Supplies","$10","$22","Consumer",2015-02-12,"Labels"
"1700","Seattle","Furniture","$113","$516","Consumer",2014-02-06,"Tables"
"1701","New York City","Office Supplies","$4","$12","Consumer",2015-02-07,"Binders"
"1702","New York City","Furniture","$322","$1,931","Consumer",2015-02-07,"Chairs"
"1703","New York City","Office Supplies","$5","$10","Consumer",2015-02-07,"Paper"
"1704","San Diego","Office Supplies","$6","$12","Home Office",2014-02-02,"Fasteners"
"1705","Glendale","Office Supplies","-$7","$10","Consumer",2016-02-03,"Binders"
"1706","Philadelphia","Office Supplies","-$9","$12","Consumer",2015-02-11,"Binders"
"1707","San Francisco","Office Supplies","$21","$44","Consumer",2017-02-10,"Labels"
"1708","San Francisco","Technology","$17","$148","Consumer",2017-02-10,"Phones"
"1709","San Francisco","Office Supplies","$4","$7","Consumer",2017-02-10,"Paper"
"1710","San Francisco","Furniture","-$1","$72","Consumer",2017-02-10,"Chairs"
"1711","San Francisco","Office Supplies","$7","$20","Consumer",2017-02-10,"Art"
"1712","San Francisco","Office Supplies","$511","$1,702","Consumer",2017-02-10,"Appliances"
"1713","Houston","Office Supplies","$5","$14","Consumer",2015-02-01,"Paper"
"1714","Chicago","Furniture","-$567","$766","Consumer",2017-02-09,"Tables"
"1715","San Francisco","Furniture","-$14","$308","Consumer",2017-02-10,"Bookcases"
"1716","New York City","Office Supplies","$3","$8","Consumer",2016-02-04,"Binders"
"1717","New York City","Office Supplies","$70","$243","Consumer",2016-02-05,"Appliances"
"1718","New York City","Office Supplies","$0","$455","Consumer",2016-02-05,"Storage"
"1719","New York City","Furniture","$15","$36","Consumer",2016-02-05,"Furnishings"
"1720","New York City","Furniture","$12","$40","Consumer",2016-02-05,"Furnishings"
"1721","New York City","Office Supplies","$15","$48","Consumer",2016-02-05,"Binders"
"1722","Chicago","Technology","$12","$160","Consumer",2015-02-12,"Phones"
"1723","Chicago","Technology","$51","$256","Consumer",2015-02-12,"Accessories"
"1724","Chicago","Furniture","-$72","$359","Consumer",2015-02-12,"Bookcases"
"1725","Philadelphia","Office Supplies","$43","$434","Consumer",2015-02-12,"Appliances"
"1726","Philadelphia","Office Supplies","$0","$4","Consumer",2015-02-12,"Appliances"
"1727","Philadelphia","Office Supplies","$8","$89","Consumer",2015-02-12,"Appliances"
"1728","Dublin","Furniture","-$70","$1,048","Corporate",2017-02-04,"Tables"
"1729","Springfield","Technology","$21","$100","Consumer",2016-02-02,"Accessories"
"1730","Springfield","Office Supplies","$4","$8","Consumer",2016-02-02,"Labels"
"1731","Fayetteville","Office Supplies","$31","$96","Corporate",2014-02-09,"Paper"
"1732","Fayetteville","Office Supplies","$4","$11","Corporate",2014-02-09,"Paper"
"1733","Dallas","Office Supplies","-$34","$338","Consumer",2016-02-07,"Storage"
"1734","Dallas","Office Supplies","$17","$154","Consumer",2016-02-07,"Art"
"1735","Jacksonville","Office Supplies","$7","$35","Consumer",2017-02-07,"Appliances"
"1736","Jacksonville","Technology","$1","$22","Consumer",2017-02-07,"Phones"
"1737","Jacksonville","Office Supplies","$0","$4","Consumer",2017-02-07,"Art"
