"","City","Category","Profit","Sales","Segment"
"1558","Philadelphia","Office Supplies","$10","$79","Consumer"
"1559","Seattle","Furniture","$45","$172","Consumer"
"1560","Seattle","Office Supplies","$13","$35","Corporate"
"1561","San Francisco","Office Supplies","$9","$19","Home Office"
"1562","Seattle","Office Supplies","$1","$3","Home Office"
"1563","New York City","Furniture","-$296","$1,045","Consumer"
"1564","Philadelphia","Office Supplies","$4","$11","Consumer"
"1565","Columbia","Office Supplies","$18","$355","Consumer"
"1566","Seattle","Technology","$40","$454","Home Office"
"1567","Allen","Technology","$0","$21","Consumer"
"1568","Allen","Office Supplies","-$14","$9","Consumer"
"1569","Los Angeles","Office Supplies","$60","$123","Consumer"
"1570","Atlanta","Office Supplies","$4","$13","Corporate"
"1571","Los Angeles","Furniture","-$68","$604","Consumer"
"1572","Los Angeles","Office Supplies","$10","$22","Consumer"
"1573","Los Angeles","Technology","$6","$30","Consumer"
"1574","Los Angeles","Furniture","$24","$381","Consumer"
"1575","El Paso","Technology","-$9","$41","Consumer"
"1576","El Paso","Furniture","-$22","$763","Consumer"
"1577","Aurora","Office Supplies","$2","$24","Home Office"
"1578","Florence","Office Supplies","$2","$5","Home Office"
"1579","New York City","Office Supplies","$50","$171","Consumer"
"1580","New York City","Technology","$89","$308","Consumer"
"1581","New York City","Furniture","-$153","$383","Consumer"
"1582","New York City","Office Supplies","$3","$42","Consumer"
"1583","New York City","Office Supplies","$457","$1,218","Consumer"
"1584","New York City","Furniture","$18","$47","Consumer"
"1585","New York City","Furniture","$3","$6","Consumer"
"1586","New York City","Technology","$274","$980","Consumer"
"1587","New York City","Office Supplies","$69","$144","Consumer"
"1588","New York City","Office Supplies","$5","$11","Consumer"
"1589","New York City","Technology","$35","$248","Consumer"
"1590","Virginia Beach","Office Supplies","$3","$11","Corporate"
"1591","Grapevine","Office Supplies","$6","$33","Corporate"
"1592","Grapevine","Office Supplies","$3","$8","Corporate"
"1593","Olympia","Technology","$23","$202","Consumer"
"1594","Los Angeles","Office Supplies","$7","$13","Consumer"
"1595","Peoria","Furniture","-$36","$359","Home Office"
"1596","Columbus","Furniture","-$2","$48","Consumer"
"1597","New York City","Furniture","$175","$547","Corporate"
"1598","Carrollton","Office Supplies","$5","$17","Consumer"
"1599","Carrollton","Office Supplies","$1","$7","Consumer"
"1600","Carrollton","Office Supplies","$9","$99","Consumer"
"1601","Carrollton","Furniture","-$14","$16","Consumer"
"1602","Dover","Furniture","$42","$212","Corporate"
"1603","Smyrna","Office Supplies","$2","$7","Consumer"
"1604","Newark","Office Supplies","$45","$156","Consumer"
"1605","Los Angeles","Technology","$13","$40","Consumer"
"1606","Los Angeles","Office Supplies","$2","$5","Consumer"
"1607","Los Angeles","Office Supplies","$21","$73","Consumer"
"1608","Los Angeles","Office Supplies","$2","$6","Consumer"
"1609","Los Angeles","Office Supplies","$10","$23","Consumer"
"1610","Los Angeles","Office Supplies","$3","$9","Consumer"
"1611","Los Angeles","Furniture","$27","$291","Corporate"
"1612","Los Angeles","Technology","$20","$202","Corporate"
"1613","Los Angeles","Technology","$31","$84","Corporate"
"1614","Oakland","Office Supplies","$290","$1,000","Corporate"
"1615","Philadelphia","Technology","-$14","$84","Home Office"
"1616","Eagan","Office Supplies","$2","$4","Home Office"
"1617","Eagan","Office Supplies","$20","$41","Home Office"
"1618","Eagan","Office Supplies","$13","$30","Home Office"
"1619","New York City","Office Supplies","$9","$59","Home Office"
"1620","New York City","Office Supplies","$3","$7","Home Office"
"1621","Kent","Furniture","$99","$198","Consumer"
"1622","Kent","Office Supplies","$385","$786","Consumer"
"1623","Kent","Office Supplies","$8","$23","Consumer"
"1624","Kent","Technology","$11","$50","Consumer"
"1625","Los Angeles","Technology","$84","$676","Consumer"
"1626","Los Angeles","Technology","$557","$1,266","Consumer"
"1627","New York City","Office Supplies","$141","$523","Home Office"
"1628","Lafayette","Furniture","$155","$518","Consumer"
"1629","Cleveland","Furniture","$2","$18","Consumer"
"1630","Cleveland","Office Supplies","-$34","$41","Consumer"
"1631","Cleveland","Office Supplies","$88","$1,006","Consumer"
"1632","Cleveland","Office Supplies","$4","$11","Consumer"
"1633","Cleveland","Office Supplies","$4","$10","Consumer"
"1634","Cleveland","Office Supplies","$2","$25","Consumer"
"1635","Cleveland","Technology","$7","$58","Consumer"
"1636","Tigard","Office Supplies","$5","$16","Consumer"
"1637","Tigard","Office Supplies","-$167","$669","Consumer"
"1638","Tigard","Technology","-$88","$438","Consumer"
"1639","Washington","Office Supplies","$9","$19","Consumer"
"1640","Washington","Office Supplies","$4","$10","Consumer"
"1641","Washington","Office Supplies","$6","$13","Consumer"
"1642","Washington","Furniture","$17","$41","Consumer"
"1643","Skokie","Office Supplies","$4","$13","Corporate"
"1644","Seattle","Office Supplies","$349","$1,248","Corporate"
"1645","Seattle","Technology","$1,480","$3,150","Corporate"
"1646","Seattle","Office Supplies","$101","$210","Corporate"
"1647","Philadelphia","Technology","-$3","$35","Home Office"
"1648","Philadelphia","Office Supplies","-$1","$3","Home Office"
"1649","Philadelphia","Office Supplies","-$101","$121","Consumer"
"1650","Philadelphia","Technology","-$9","$46","Consumer"
"1651","San Francisco","Office Supplies","$54","$110","Corporate"
"1652","San Francisco","Office Supplies","$6","$13","Corporate"
"1653","Seattle","Office Supplies","$46","$170","Consumer"
"1654","Seattle","Technology","$54","$133","Consumer"
"1655","Seattle","Office Supplies","$1","$3","Consumer"
"1656","Seattle","Office Supplies","$3","$8","Consumer"
"1657","Seattle","Office Supplies","$10","$96","Consumer"
"1658","Milwaukee","Furniture","$11","$35","Consumer"
"1659","Los Angeles","Technology","$10","$161","Consumer"
"1660","Seattle","Office Supplies","$28","$89","Consumer"
"1661","Seattle","Office Supplies","$5","$14","Consumer"
"1662","Philadelphia","Technology","-$158","$678","Corporate"
"1663","Philadelphia","Office Supplies","-$9","$14","Corporate"
"1664","Dallas","Office Supplies","$4","$42","Consumer"
"1665","Dallas","Technology","-$7","$298","Consumer"
"1666","Dallas","Office Supplies","$1","$4","Consumer"
"1667","Dallas","Technology","-$2","$95","Consumer"
"1668","Dallas","Office Supplies","$23","$74","Consumer"
"1669","Dallas","Office Supplies","$2","$14","Consumer"
"1670","New York City","Furniture","-$373","$1,018","Consumer"
"1671","Houston","Technology","$5","$17","Consumer"
"1672","North Las Vegas","Technology","$19","$59","Corporate"
"1673","Plano","Technology","$63","$168","Consumer"
"1674","Suffolk","Office Supplies","$96","$197","Consumer"
"1675","Houston","Furniture","-$10","$22","Corporate"
"1676","Houston","Office Supplies","-$10","$7","Corporate"
"1677","San Francisco","Office Supplies","$26","$104","Consumer"
"1678","San Francisco","Office Supplies","$9","$18","Consumer"
"1679","Philadelphia","Office Supplies","-$15","$65","Corporate"
"1680","Philadelphia","Technology","$4","$32","Corporate"
"1681","Philadelphia","Furniture","$8","$42","Corporate"
"1682","Philadelphia","Technology","-$559","$400","Corporate"
"1683","Los Angeles","Office Supplies","$9","$19","Consumer"
"1684","San Francisco","Furniture","$6","$15","Corporate"
"1685","Philadelphia","Office Supplies","$12","$99","Corporate"
"1686","Philadelphia","Office Supplies","-$1","$1","Corporate"
"1687","Philadelphia","Office Supplies","-$6","$8","Corporate"
"1688","Philadelphia","Office Supplies","$4","$10","Consumer"
"1689","Philadelphia","Furniture","$23","$311","Consumer"
"1690","Philadelphia","Furniture","-$227","$853","Consumer"
"1691","Indianapolis","Office Supplies","$15","$33","Consumer"
"1692","Indianapolis","Office Supplies","$5","$10","Consumer"
"1693","Columbus","Furniture","$6","$22","Consumer"
"1694","Plano","Technology","$4","$14","Home Office"
"1695","Bayonne","Technology","$20","$64","Home Office"
"1696","Bayonne","Office Supplies","$7","$14","Home Office"
"1697","Bayonne","Technology","$52","$105","Home Office"
"1698","Los Angeles","Office Supplies","$31","$107","Consumer"
"1699","Los Angeles","Office Supplies","$10","$22","Consumer"
"1700","Seattle","Furniture","$113","$516","Consumer"
"1701","New York City","Office Supplies","$4","$12","Consumer"
"1702","New York City","Furniture","$322","$1,931","Consumer"
"1703","New York City","Office Supplies","$5","$10","Consumer"
"1704","San Diego","Office Supplies","$6","$12","Home Office"
"1705","Glendale","Office Supplies","-$7","$10","Consumer"
"1706","Philadelphia","Office Supplies","-$9","$12","Consumer"
"1707","San Francisco","Office Supplies","$21","$44","Consumer"
"1708","San Francisco","Technology","$17","$148","Consumer"
"1709","San Francisco","Office Supplies","$4","$7","Consumer"
"1710","San Francisco","Furniture","-$1","$72","Consumer"
"1711","San Francisco","Office Supplies","$7","$20","Consumer"
"1712","San Francisco","Office Supplies","$511","$1,702","Consumer"
"1713","Houston","Office Supplies","$5","$14","Consumer"
"1714","Chicago","Furniture","-$567","$766","Consumer"
"1715","San Francisco","Furniture","-$14","$308","Consumer"
"1716","New York City","Office Supplies","$3","$8","Consumer"
"1717","New York City","Office Supplies","$70","$243","Consumer"
"1718","New York City","Office Supplies","$0","$455","Consumer"
"1719","New York City","Furniture","$15","$36","Consumer"
"1720","New York City","Furniture","$12","$40","Consumer"
"1721","New York City","Office Supplies","$15","$48","Consumer"
"1722","Chicago","Technology","$12","$160","Consumer"
"1723","Chicago","Technology","$51","$256","Consumer"
"1724","Chicago","Furniture","-$72","$359","Consumer"
"1725","Philadelphia","Office Supplies","$43","$434","Consumer"
"1726","Philadelphia","Office Supplies","$0","$4","Consumer"
"1727","Philadelphia","Office Supplies","$8","$89","Consumer"
"1728","Dublin","Furniture","-$70","$1,048","Corporate"
"1729","Springfield","Technology","$21","$100","Consumer"
"1730","Springfield","Office Supplies","$4","$8","Consumer"
"1731","Fayetteville","Office Supplies","$31","$96","Corporate"
"1732","Fayetteville","Office Supplies","$4","$11","Corporate"
"1733","Dallas","Office Supplies","-$34","$338","Consumer"
"1734","Dallas","Office Supplies","$17","$154","Consumer"
"1735","Jacksonville","Office Supplies","$7","$35","Consumer"
"1736","Jacksonville","Technology","$1","$22","Consumer"
"1737","Jacksonville","Office Supplies","$0","$4","Consumer"
"1738","San Francisco","Office Supplies","$8","$31","Corporate"
"1739","San Francisco","Technology","$3","$18","Corporate"
"1740","San Francisco","Technology","$47","$129","Corporate"
"1741","San Diego","Office Supplies","$10","$21","Home Office"
"1742","Philadelphia","Office Supplies","$7","$21","Consumer"
"1743","Philadelphia","Furniture","$1","$7","Consumer"
"1744","Philadelphia","Office Supplies","-$3","$11","Consumer"
"1745","Philadelphia","Technology","-$55","$442","Consumer"
"1746","Rochester","Office Supplies","$5","$13","Consumer"
"1747","Jacksonville","Office Supplies","-$8","$11","Consumer"
"1748","Jacksonville","Office Supplies","$3","$10","Consumer"
"1749","Houston","Office Supplies","$4","$10","Home Office"
"1750","Houston","Office Supplies","$1","$6","Home Office"
"1751","San Antonio","Furniture","-$33","$207","Home Office"
"1752","Oakland","Furniture","$4","$9","Consumer"
"1753","San Francisco","Office Supplies","$151","$560","Corporate"
"1754","San Francisco","Office Supplies","$54","$110","Corporate"
"1755","San Francisco","Office Supplies","$4","$9","Corporate"
"1756","Fort Worth","Office Supplies","$131","$361","Home Office"
"1757","Fort Worth","Technology","$150","$1,718","Home Office"
"1758","Houston","Office Supplies","-$67","$42","Home Office"
"1759","Houston","Technology","$8","$47","Consumer"
"1760","Philadelphia","Office Supplies","$5","$20","Consumer"
"1761","San Diego","Furniture","-$5","$411","Consumer"
"1762","San Diego","Office Supplies","$10","$29","Consumer"
"1763","San Diego","Furniture","-$21","$293","Consumer"
"1764","Suffolk","Office Supplies","$11","$35","Home Office"
"1765","Suffolk","Office Supplies","$2","$4","Home Office"
"1766","Suffolk","Furniture","$46","$110","Home Office"
"1767","Suffolk","Office Supplies","$5","$10","Home Office"
"1768","Greensboro","Office Supplies","-$6","$8","Consumer"
"1769","Greensboro","Office Supplies","-$39","$51","Consumer"
"1770","Dallas","Office Supplies","-$1","$7","Corporate"
"1771","Dallas","Office Supplies","-$20","$12","Corporate"
"1772","Chicago","Office Supplies","-$24","$98","Corporate"
"1773","Chicago","Technology","$20","$62","Corporate"
"1774","Baltimore","Office Supplies","$9","$21","Corporate"
"1775","Baltimore","Office Supplies","$129","$498","Corporate"
"1776","Baltimore","Office Supplies","$1","$5","Corporate"
"1777","Baltimore","Office Supplies","$2","$3","Corporate"
"1778","Los Angeles","Office Supplies","$181","$369","Consumer"
"1779","Los Angeles","Office Supplies","$7","$15","Consumer"
"1780","New York City","Technology","$15","$60","Consumer"
"1781","New York City","Office Supplies","$21","$83","Consumer"
"1782","Franklin","Office Supplies","$3","$7","Corporate"
"1783","Franklin","Office Supplies","$59","$123","Corporate"
"1784","Milwaukee","Office Supplies","$108","$220","Corporate"
"1785","Milwaukee","Technology","$10","$98","Corporate"
"1786","Milwaukee","Office Supplies","$16","$33","Corporate"
"1787","Milwaukee","Technology","$25","$87","Corporate"
"1788","Kenosha","Technology","$65","$135","Corporate"
"1789","Kenosha","Technology","$196","$700","Corporate"
"1790","Kenosha","Technology","$27","$140","Corporate"
"1791","New York City","Office Supplies","$24","$49","Consumer"
"1792","Madison","Furniture","$674","$2,808","Consumer"
"1793","Madison","Office Supplies","$13","$47","Consumer"
"1794","Houston","Office Supplies","$6","$60","Corporate"
"1795","Olathe","Office Supplies","$27","$108","Home Office"
"1796","New York City","Office Supplies","$17","$64","Home Office"
"1797","New York City","Technology","$101","$348","Home Office"
"1798","New York City","Office Supplies","$12","$37","Home Office"
"1799","San Jose","Furniture","$73","$216","Consumer"
"1800","Dallas","Office Supplies","$4","$11","Consumer"
"1801","Dallas","Office Supplies","$18","$54","Consumer"
"1802","Auburn","Furniture","$2","$4","Home Office"
"1803","Philadelphia","Office Supplies","-$4","$6","Consumer"
"1804","Philadelphia","Office Supplies","-$1,049","$4,664","Consumer"
"1805","Philadelphia","Technology","$23","$80","Consumer"
"1806","Los Angeles","Technology","$258","$2,576","Corporate"
"1807","Los Angeles","Office Supplies","$22","$45","Corporate"
"1808","Los Angeles","Technology","$76","$254","Corporate"
"1809","Tulsa","Technology","$1","$70","Corporate"
"1810","Chicago","Furniture","-$12","$16","Corporate"
"1811","Chicago","Office Supplies","$18","$55","Corporate"
"1812","Harrisonburg","Furniture","$245","$1,441","Consumer"
"1813","Newark","Furniture","$28","$78","Consumer"
"1814","Newark","Furniture","$2","$5","Consumer"
"1815","Los Angeles","Furniture","-$9","$170","Corporate"
"1816","Seattle","Office Supplies","$3","$7","Consumer"
