"","City","Category","Profit","Sales","Segment","Order Date","Ship Date"
"3002","Philadelphia","Office Supplies","-$7","$9","Consumer",2014-02-06,"6/25/2014"
"3003","Sterling Heights","Office Supplies","$9","$19","Home Office",2015-02-07,"42284"
"3004","Rochester","Office Supplies","$10","$33","Home Office",2017-02-12,"12/23/2017"
"3005","New York City","Office Supplies","$62","$207","Home Office",2016-02-09,"42652"
"3006","Eau Claire","Office Supplies","$46","$92","Home Office",2014-02-05,"5/21/2014"
"3007","New York City","Office Supplies","$253","$905","Consumer",2017-02-10,"10/15/2017"
"3008","Rancho Cucamonga","Office Supplies","$11","$34","Consumer",2014-02-10,"10/29/2014"
"3009","Murray","Furniture","$75","$192","Consumer",2016-02-12,"42533"
"3010","Toledo","Office Supplies","$27","$244","Corporate",2016-02-07,"7/29/2016"
"3011","Louisville","Office Supplies","-$9","$12","Home Office",2017-02-04,"4/23/2017"
"3012","Louisville","Technology","-$3,400","$2,550","Home Office",2017-02-04,"4/23/2017"
"3013","Louisville","Office Supplies","-$16","$22","Home Office",2017-02-04,"4/23/2017"
"3014","Louisville","Office Supplies","-$7","$9","Home Office",2017-02-04,"4/23/2017"
"3015","Louisville","Office Supplies","$7","$21","Home Office",2017-02-04,"4/23/2017"
"3016","New York City","Furniture","-$103","$344","Home Office",2015-02-09,"9/21/2015"
"3017","Pharr","Office Supplies","-$173","$727","Home Office",2016-02-08,"8/30/2016"
"3018","Pharr","Furniture","-$10","$23","Home Office",2016-02-08,"8/30/2016"
"3019","Pharr","Technology","-$33","$666","Home Office",2016-02-08,"8/30/2016"
"3020","West Jordan","Office Supplies","$0","$5","Consumer",2015-02-11,"11/14/2015"
"3021","West Jordan","Office Supplies","$42","$93","Consumer",2015-02-11,"11/14/2015"
"3022","West Jordan","Furniture","$22","$67","Consumer",2015-02-11,"11/14/2015"
"3023","West Jordan","Office Supplies","$29","$92","Consumer",2015-02-11,"11/14/2015"
"3024","Brownsville","Furniture","-$14","$328","Consumer",2017-02-11,"11/23/2017"
"3025","New York City","Office Supplies","$18","$52","Consumer",2015-02-11,"11/13/2015"
"3026","New York City","Office Supplies","$8","$18","Consumer",2015-02-11,"11/13/2015"
"3027","Philadelphia","Furniture","$0","$254","Home Office",2017-02-04,"4/26/2017"
"3028","Billings","Office Supplies","$3","$8","Corporate",2014-02-08,"8/24/2014"
"3029","Chesapeake","Furniture","$81","$505","Consumer",2017-02-12,"12/21/2017"
"3030","Gresham","Technology","$25","$403","Corporate",2016-02-03,"3/28/2016"
"3031","Lincoln Park","Furniture","$31","$194","Corporate",2015-02-09,"9/27/2015"
"3032","Lincoln Park","Office Supplies","$8","$26","Corporate",2015-02-09,"9/27/2015"
"3033","Gresham","Furniture","-$12","$195","Consumer",2016-02-11,"11/26/2016"
"3034","Philadelphia","Office Supplies","$7","$21","Home Office",2017-02-09,"9/21/2017"
"3035","Monroe","Technology","$10","$54","Consumer",2015-02-06,"6/16/2015"
"3036","Monroe","Office Supplies","$17","$36","Consumer",2015-02-06,"6/16/2015"
"3037","Monroe","Office Supplies","$16","$56","Consumer",2015-02-06,"6/16/2015"
"3038","Monroe","Office Supplies","$16","$32","Consumer",2015-02-06,"6/16/2015"
"3039","Monroe","Furniture","$11","$29","Consumer",2015-02-06,"6/16/2015"
"3040","Pasadena","Furniture","-$6","$171","Corporate",2017-02-10,"42957"
"3041","Chattanooga","Furniture","$3","$17","Consumer",2016-02-05,"42618"
"3042","Long Beach","Office Supplies","$6","$13","Home Office",2017-02-09,"43078"
"3043","Long Beach","Office Supplies","$11","$22","Home Office",2017-02-09,"43078"
"3044","Long Beach","Furniture","$257","$2,054","Home Office",2017-02-09,"43078"
"3045","Troy","Technology","-$256","$1,023","Consumer",2015-02-04,"42040"
"3046","Minneapolis","Office Supplies","$4","$14","Home Office",2017-02-11,"43019"
"3047","Minneapolis","Office Supplies","$12","$26","Home Office",2017-02-11,"43019"
"3048","Seattle","Office Supplies","$13","$43","Consumer",2014-02-09,"41739"
"3049","Columbus","Furniture","$70","$412","Home Office",2017-02-04,"42829"
"3050","Columbus","Technology","$130","$360","Home Office",2017-02-04,"42829"
"3051","Meridian","Furniture","$3","$42","Home Office",2017-02-10,"43049"
"3052","Meridian","Office Supplies","$66","$228","Home Office",2017-02-10,"43049"
"3053","Meridian","Office Supplies","$18","$38","Home Office",2017-02-10,"43049"
"3054","Detroit","Technology","$135","$518","Home Office",2016-02-04,"4/14/2016"
"3055","Detroit","Office Supplies","$2","$5","Home Office",2016-02-04,"4/14/2016"
"3056","Chicago","Technology","$875","$2,800","Corporate",2015-02-08,"42013"
"3057","San Francisco","Office Supplies","$4","$9","Corporate",2017-02-10,"10/24/2017"
"3058","San Francisco","Office Supplies","$15","$32","Corporate",2017-02-10,"10/24/2017"
"3059","San Francisco","Furniture","$10","$31","Corporate",2017-02-10,"10/24/2017"
"3060","San Francisco","Furniture","-$3","$24","Corporate",2017-02-10,"10/24/2017"
"3061","Newark","Technology","$22","$120","Corporate",2016-02-11,"42715"
"3062","Dallas","Office Supplies","$10","$27","Consumer",2017-02-03,"42919"
"3063","Newark","Technology","$24","$84","Corporate",2015-02-11,"11/29/2015"
"3064","Newark","Technology","$7","$105","Corporate",2015-02-11,"11/29/2015"
"3065","Albuquerque","Office Supplies","$25","$91","Home Office",2017-02-03,"3/18/2017"
"3066","Albuquerque","Technology","$49","$141","Home Office",2017-02-03,"3/18/2017"
"3067","Albuquerque","Technology","$88","$215","Home Office",2017-02-03,"3/18/2017"
"3068","Albuquerque","Office Supplies","$22","$45","Home Office",2017-02-03,"3/18/2017"
"3069","Albuquerque","Office Supplies","$138","$288","Home Office",2017-02-03,"3/18/2017"
"3070","Toledo","Office Supplies","$83","$664","Home Office",2017-02-11,"11/30/2017"
"3071","Newark","Office Supplies","$792","$2,934","Corporate",2014-02-11,"11/22/2014"
"3072","Newark","Furniture","$15","$124","Corporate",2014-02-11,"11/22/2014"
"3073","Newark","Office Supplies","$27","$58","Corporate",2014-02-11,"11/22/2014"
"3074","Los Angeles","Office Supplies","$29","$114","Consumer",2016-02-01,"42491"
"3075","Los Angeles","Furniture","$18","$121","Consumer",2015-02-10,"42226"
"3076","Dallas","Office Supplies","$39","$343","Home Office",2014-02-07,"7/24/2014"
"3077","Dallas","Furniture","-$14","$17","Home Office",2014-02-07,"7/24/2014"
"3078","Dallas","Furniture","-$140","$981","Home Office",2014-02-07,"7/24/2014"
"3079","San Diego","Office Supplies","$11","$32","Home Office",2014-02-05,"5/25/2014"
"3080","Apple Valley","Office Supplies","$6","$13","Home Office",2017-02-09,"42864"
"3081","Apple Valley","Technology","$15","$43","Home Office",2017-02-09,"42864"
"3082","Louisville","Office Supplies","$28","$58","Home Office",2017-02-05,"42772"
"3083","Louisville","Technology","$135","$540","Home Office",2017-02-05,"42772"
"3084","New York City","Office Supplies","$1","$4","Consumer",2014-02-01,"41700"
"3085","Houston","Office Supplies","-$417","$253","Consumer",2017-02-02,"2/14/2017"
"3086","Houston","Technology","$16","$128","Consumer",2017-02-02,"2/14/2017"
"3087","Houston","Furniture","-$3","$4","Consumer",2017-02-02,"2/14/2017"
"3088","Houston","Office Supplies","-$32","$13","Consumer",2017-02-02,"2/14/2017"
"3089","Henderson","Furniture","$26","$61","Home Office",2017-02-03,"42770"
"3090","Henderson","Technology","$188","$672","Home Office",2017-02-03,"42770"
"3091","Newark","Office Supplies","$219","$448","Consumer",2016-02-03,"42585"
"3092","Newark","Technology","$130","$480","Consumer",2016-02-03,"42585"
"3093","Newark","Office Supplies","$80","$166","Consumer",2016-02-03,"42585"
"3094","Bolingbrook","Office Supplies","$3","$32","Consumer",2015-02-08,"8/23/2015"
"3095","Bolingbrook","Office Supplies","$4","$10","Consumer",2015-02-08,"8/23/2015"
"3096","Bolingbrook","Office Supplies","$2","$12","Consumer",2015-02-08,"8/23/2015"
"3097","Bolingbrook","Office Supplies","-$14","$6","Consumer",2015-02-08,"8/23/2015"
"3098","Fort Worth","Office Supplies","$12","$33","Corporate",2017-02-04,"42740"
"3099","Fort Worth","Furniture","-$42","$220","Corporate",2017-02-04,"42740"
"3100","New York City","Office Supplies","$4","$11","Consumer",2017-02-04,"4/19/2017"
"3101","New York City","Furniture","$9","$242","Consumer",2017-02-04,"4/19/2017"
"3102","Providence","Office Supplies","$35","$695","Corporate",2017-02-12,"12/27/2017"
"3103","Providence","Furniture","$51","$221","Corporate",2017-02-12,"12/27/2017"
"3104","Columbus","Office Supplies","-$10","$13","Home Office",2016-02-12,"42716"
"3105","New York City","Office Supplies","$12","$26","Consumer",2017-02-03,"3/29/2017"
"3106","Houston","Office Supplies","$6","$16","Corporate",2016-02-07,"7/29/2016"
"3107","Aurora","Office Supplies","$26","$298","Home Office",2017-02-07,"7/14/2017"
"3108","Springfield","Office Supplies","$10","$22","Consumer",2016-02-07,"7/22/2016"
"3109","Springfield","Office Supplies","$5","$243","Consumer",2016-02-07,"7/22/2016"
"3110","Springfield","Office Supplies","$4","$8","Consumer",2016-02-07,"7/22/2016"
"3111","Springfield","Office Supplies","$25","$52","Consumer",2016-02-07,"7/22/2016"
"3112","Springfield","Office Supplies","$48","$265","Consumer",2016-02-07,"7/22/2016"
"3113","Seattle","Technology","$63","$838","Consumer",2016-02-08,"8/30/2016"
"3114","Seattle","Office Supplies","$64","$136","Consumer",2016-02-08,"8/30/2016"
"3115","Seattle","Office Supplies","$17","$35","Consumer",2016-02-08,"8/30/2016"
"3116","Seattle","Furniture","-$40","$533","Consumer",2016-02-08,"8/30/2016"
"3117","Seattle","Office Supplies","$11","$43","Consumer",2016-02-08,"8/30/2016"
"3118","Seattle","Office Supplies","$0","$16","Consumer",2016-02-08,"8/30/2016"
"3119","Lakeland","Furniture","-$183","$1,124","Corporate",2015-02-06,"42344"
"3120","Lakeland","Technology","$31","$250","Corporate",2015-02-06,"42344"
"3121","Lakeland","Furniture","$7","$49","Corporate",2015-02-06,"42344"
"3122","Lakeland","Office Supplies","$8","$61","Corporate",2015-02-06,"42344"
"3123","Lakeland","Office Supplies","-$63","$79","Corporate",2015-02-06,"42344"
"3124","Lakeland","Office Supplies","-$3","$4","Corporate",2015-02-06,"42344"
"3125","Lakeland","Office Supplies","$52","$1,037","Corporate",2015-02-06,"42344"
"3126","Lakeland","Office Supplies","$21","$564","Corporate",2015-02-06,"42344"
"3127","Philadelphia","Technology","-$47","$259","Consumer",2017-02-09,"43078"
"3128","New York City","Office Supplies","$23","$49","Consumer",2017-02-10,"42896"
"3129","Los Angeles","Furniture","$15","$44","Home Office",2014-02-12,"12/17/2014"
"3130","Los Angeles","Furniture","$18","$242","Home Office",2014-02-12,"12/17/2014"
"3131","Los Angeles","Technology","$40","$395","Home Office",2014-02-12,"12/17/2014"
"3132","Los Angeles","Technology","$71","$627","Home Office",2014-02-12,"12/17/2014"
"3133","Oceanside","Furniture","$6","$13","Corporate",2014-02-08,"8/26/2014"
"3134","Oceanside","Office Supplies","$4","$13","Corporate",2014-02-08,"8/26/2014"
"3135","Dallas","Office Supplies","-$46","$31","Home Office",2017-02-11,"11/18/2017"
"3136","Dallas","Office Supplies","-$16","$78","Home Office",2017-02-11,"11/18/2017"
"3137","Dallas","Technology","$8","$68","Home Office",2017-02-11,"11/18/2017"
"3138","Dallas","Office Supplies","$4","$12","Home Office",2017-02-11,"11/18/2017"
"3139","Dallas","Technology","-$1","$45","Home Office",2017-02-11,"11/18/2017"
"3140","Dallas","Furniture","-$18","$23","Home Office",2017-02-11,"11/18/2017"
"3141","New York City","Office Supplies","$91","$206","Consumer",2015-02-04,"4/28/2015"
"3142","San Antonio","Office Supplies","-$337","$210","Corporate",2014-02-12,"41985"
"3143","Cincinnati","Technology","$36","$120","Consumer",2017-02-09,"9/27/2017"
"3144","Cincinnati","Office Supplies","$1","$11","Consumer",2017-02-09,"9/27/2017"
"3145","Austin","Furniture","-$25","$348","Corporate",2016-02-09,"42683"
"3146","Seattle","Furniture","$108","$963","Corporate",2017-02-02,"2/13/2017"
"3147","Seattle","Technology","$8","$89","Corporate",2017-02-02,"2/13/2017"
"3148","Los Angeles","Office Supplies","$10","$32","Corporate",2014-02-06,"41705"
"3149","New York City","Office Supplies","$16","$32","Home Office",2016-02-06,"42649"
"3150","Seattle","Office Supplies","$15","$31","Consumer",2014-02-12,"12/25/2014"
"3151","Newark","Technology","$608","$2,025","Consumer",2015-02-12,"12/18/2015"
"3152","Newark","Technology","-$2,640","$1,800","Consumer",2015-02-12,"12/18/2015"
"3153","Newark","Technology","-$17","$102","Consumer",2015-02-12,"12/18/2015"
"3154","Newark","Furniture","$69","$263","Consumer",2015-02-12,"12/18/2015"
"3155","Maple Grove","Office Supplies","$331","$736","Corporate",2017-02-07,"7/24/2017"
"3156","Glendale","Office Supplies","$34","$93","Home Office",2014-02-08,"41767"
"3157","New York City","Furniture","-$76","$284","Corporate",2015-02-08,"8/28/2015"
"3158","New York City","Technology","$12","$26","Corporate",2015-02-08,"8/28/2015"
"3159","Jacksonville","Office Supplies","$6","$68","Consumer",2016-02-03,"3/27/2016"
"3160","Jacksonville","Technology","-$18","$120","Consumer",2016-02-03,"3/27/2016"
"3161","Houston","Office Supplies","-$8","$5","Consumer",2014-02-09,"9/16/2014"
"3162","San Francisco","Office Supplies","$7","$16","Consumer",2014-02-09,"9/25/2014"
"3163","San Francisco","Office Supplies","$37","$78","Consumer",2014-02-09,"9/25/2014"
"3164","San Francisco","Office Supplies","$15","$60","Consumer",2014-02-09,"9/25/2014"
"3165","San Francisco","Office Supplies","$17","$39","Consumer",2014-02-09,"9/25/2014"
"3166","San Francisco","Technology","$24","$240","Consumer",2014-02-09,"9/25/2014"
"3167","San Francisco","Office Supplies","$9","$19","Consumer",2014-02-09,"9/25/2014"
"3168","Lansing","Furniture","$32","$67","Consumer",2016-02-10,"10/31/2016"
"3169","Tallahassee","Furniture","-$24","$390","Corporate",2016-02-05,"42435"
"3170","Tallahassee","Office Supplies","$19","$62","Corporate",2016-02-05,"42435"
"3171","Columbia","Office Supplies","$11","$24","Consumer",2017-02-12,"12/26/2017"
"3172","Chicago","Office Supplies","-$5","$3","Consumer",2016-02-03,"3/28/2016"
"3173","Chicago","Furniture","$0","$528","Consumer",2016-02-03,"3/28/2016"
"3174","Chicago","Office Supplies","$2","$13","Consumer",2016-02-03,"3/28/2016"
"3175","Detroit","Office Supplies","$51","$182","Consumer",2017-02-11,"11/18/2017"
"3176","Fort Collins","Furniture","-$241","$181","Consumer",2017-02-09,"9/29/2017"
"3177","Fort Collins","Technology","$1","$48","Consumer",2017-02-09,"9/29/2017"
"3178","New York City","Office Supplies","$9","$19","Consumer",2017-02-09,"43017"
"3179","New York City","Furniture","$6","$21","Corporate",2017-02-12,"43051"
"3180","New York City","Furniture","$18","$59","Corporate",2017-02-12,"43051"
"3181","New York City","Office Supplies","$69","$255","Corporate",2017-02-12,"43051"
"3182","Columbia","Office Supplies","$4","$10","Corporate",2017-02-11,"43080"
"3183","Columbia","Technology","$355","$827","Corporate",2017-02-11,"43080"
"3184","Columbia","Office Supplies","$474","$1,633","Corporate",2017-02-11,"43080"
"3185","Columbia","Office Supplies","$158","$544","Corporate",2017-02-11,"43080"
"3186","Houston","Office Supplies","-$44","$26","Corporate",2014-02-11,"41893"
"3187","Houston","Office Supplies","$27","$74","Corporate",2014-02-11,"41893"
"3188","Lowell","Technology","$32","$70","Corporate",2017-02-03,"3/17/2017"
"3189","Woodland","Office Supplies","$2","$4","Corporate",2017-02-10,"10/22/2017"
"3190","Woodland","Office Supplies","$8","$21","Corporate",2017-02-10,"10/22/2017"
"3191","Chicago","Office Supplies","-$3","$13","Home Office",2015-02-12,"42370"
"3192","New York City","Technology","$17","$66","Corporate",2017-02-10,"42957"
"3193","Missouri City","Office Supplies","-$10","$6","Corporate",2017-02-06,"42953"
"3194","Houston","Office Supplies","-$6","$4","Consumer",2014-02-09,"41738"
"3195","Houston","Office Supplies","$11","$31","Consumer",2014-02-09,"41738"
"3196","Jackson","Office Supplies","$0","$23","Home Office",2016-02-08,"8/13/2016"
"3197","New York City","Technology","$14","$30","Corporate",2017-02-07,"7/28/2017"
"3198","Tempe","Office Supplies","-$2","$3","Consumer",2015-02-07,"42284"
"3199","Jacksonville","Technology","$10","$96","Consumer",2014-02-12,"41832"
"3200","Philadelphia","Office Supplies","$2","$19","Corporate",2017-02-12,"12/22/2017"
"3201","Akron","Furniture","$4","$149","Consumer",2014-02-05,"5/20/2014"
"3202","Akron","Office Supplies","$6","$16","Consumer",2014-02-05,"5/20/2014"
"3203","San Diego","Technology","$60","$602","Consumer",2014-02-11,"11/16/2014"
"3204","San Diego","Technology","$4","$11","Consumer",2014-02-11,"11/16/2014"
"3205","San Diego","Furniture","$11","$40","Consumer",2014-02-11,"11/16/2014"
"3206","San Diego","Office Supplies","$28","$62","Consumer",2014-02-11,"11/16/2014"
"3207","San Diego","Furniture","$15","$53","Consumer",2014-02-11,"11/16/2014"
"3208","San Diego","Office Supplies","$18","$40","Consumer",2014-02-11,"11/16/2014"
"3209","Fresno","Technology","$119","$350","Corporate",2016-02-01,"1/15/2016"
"3210","Fresno","Technology","$142","$378","Corporate",2016-02-01,"1/15/2016"
"3211","Pearland","Office Supplies","$5","$13","Corporate",2017-02-09,"9/27/2017"
"3212","Pearland","Office Supplies","-$19","$11","Corporate",2017-02-09,"9/27/2017"
"3213","Richmond","Office Supplies","$58","$207","Consumer",2014-02-12,"12/28/2014"
"3214","Philadelphia","Office Supplies","$0","$2","Corporate",2016-02-05,"42375"
"3215","Philadelphia","Office Supplies","$7","$35","Corporate",2016-02-05,"42375"
"3216","San Mateo","Office Supplies","$35","$75","Consumer",2017-02-07,"43015"
"3217","Oakland","Technology","$52","$150","Consumer",2014-02-05,"5/17/2014"
"3218","New York City","Office Supplies","$314","$931","Corporate",2017-02-11,"11/16/2017"
"3219","New York City","Technology","$125","$431","Corporate",2017-02-11,"11/16/2017"
"3220","Lakewood","Office Supplies","$46","$95","Corporate",2015-02-10,"42226"
"3221","Lakewood","Office Supplies","$23","$51","Corporate",2015-02-10,"42226"
